id,artist,genre,title,favourite
551,Alan Cross,Radio,Hot City Scenes Through The Years,
552,Alan Cross,Radio,Hot City Scenes Through The Years,
553,Alan Cross,Radio,How To Talk Like A Rock Snob 6,
554,Alan Cross,Radio,Joey Ramone A Remembrance,
555,Alan Cross,Radio,Missing In Action 1,
556,Alan Cross,Radio,Missing in Action 2,
557,Alan Cross,Radio,More Medical Mysteries Of Music,
558,Alan Cross,Radio,New Rock and Technology_ An Updat,
559,Alan Cross,Radio,New Rock And Technology_ An Updat,
560,Alan Cross,Radio,Retro 90s 1,
561,Alan Cross,Radio,Retro 90s 2,
562,Alan Cross,Radio,Retro 90s 3,
563,Alan Cross,Radio,Retro 90s 4,
564,Alan Cross,Radio,"RHCP_ Drugs, Despair, Redemption",
565,Alan Cross,Radio,"RHCP_ Drugs, Despair, Redemption",
566,Alan Cross,Radio,Secrets Of Pearl Jam,
567,Alan Cross,Radio,The Fashionistas,
568,Alan Cross,Radio,The History of New Rock Hair,
569,Alan Cross,Radio,"The Producers, Part 2",
570,Alan Cross,Radio,U2 At 30,
571,Alan Cross,Radio,XMas 13,
572,Alan Cross,Radio,100 Weird Things_ Part 1 0F 10 -,
573,Alan Cross,Radio,100 Weird Things_ Part 2 - Skelet,
574,Alan Cross,Radio,100 Weird Things_ Part 3 Of 10 -,
575,Alan Cross,Radio,100 Weird Things_ Part 4 0F 10 -,
576,Alan Cross,Radio,100 Weird Things Pt 5 Of 10 Drugs,
577,Alan Cross,Radio,100 Weird Things_ Pt 6 Of 10 Stud,
578,Alan Cross,Radio,100 Weird Things_ Pt 7 Of 10 The,
579,Alan Cross,Radio,100 Weird Things_ Part 8 Of 10_ S,
580,Alan Cross,Radio,100 Weird Things_ Pt 9 Of 10 Mone,
581,Alan Cross,Radio,100 Weird Things_ Pt 10 Of 10 Oth,
582,Alan Cross,Radio,Alt-Rock's Top 10 Female Fronted,
583,Alan Cross,Radio,Demo Versions_ How Songs Are Born,
584,Alan Cross,Radio,Fabulous Frontmen 1 Chris Cornell,
585,Alan Cross,Radio,Greatest Musical Gadgets,
586,Alan Cross,Radio,Killers Confidential,
587,Alan Cross,Radio,Naming Your Band Part 1,
588,Alan Cross,Radio,Naming Your Band Part 2,
589,Alan Cross,Radio,Plagiarism Or Unfortunate Sonic C,yes
590,Alan Cross,Radio,Plagiarism Or Unfortunate Sonic C,
591,Alan Cross,Radio,Rock N Roll Hotels,
592,Alan Cross,Radio,Rock Star Career Changes,
593,Alan Cross,Radio,Screw You Guys...I'm Going Solo!,
594,Alan Cross,Radio,The 14Th Annual Xmas Show,
595,Alan Cross,Radio,The Art Of The Reunion Part 1,
596,Alan Cross,Radio,The Art Of The Reunion Part 2,
597,Alan Cross,Radio,The Art Of The Reunion Part 3,
598,Alan Cross,Radio,The History Of Mash-Ups,
599,Alan Cross,Radio,The Infinite Musical Archive,
600,Alan Cross,Radio,The Secret Of Album Cover Art,
601,Alan Cross,Radio,Tool What The Hell_ Part 1,
602,Alan Cross,Radio,Tool What The Hell_ Part 2,
603,Alan Cross,Radio,Why Things Are The Way They Are,
604,Alan Cross,Radio,Your Questions Answered,
605,Alan Cross,Radio,Etymology Part 1,
606,Alan Cross,Radio,Etymology Part 2,
607,Alan Cross,Radio,Fans & Fatalities,
608,Alan Cross,Radio,Small Towns And Big Bands,
609,Alan Cross,Radio,The Inventors,
610,Alan Cross,Radio,Cult Heroes,
611,Alan Cross,Radio,Linkin Park,
612,Alan Cross,Radio,Sourcing Samples,
613,Alan Cross,Radio,History Of Grunge Part 1_ The Ear,
614,Alan Cross,Radio,History Of Grunge Part 2_ 1990-91,
615,Alan Cross,Radio,History Of Grunge Part 3_ 1992-93,
616,Alan Cross,Radio,History Of Grunge Part 4_ 1993-94,
617,Alan Cross,Radio,History Of Grunge Part 5 Rise Of,
618,Alan Cross,Radio,History Of Grunge Part 6_ The Fal,
619,Alan Cross,Radio,Dave Grohl - Part 1,
620,Alan Cross,Radio,Dave Grohl - Part 2,
621,Alan Cross,Radio,Moonlighting,
622,Alan Cross,Radio,Album Marketing 1 - NIN Year Zero,
623,Alan Cross,Radio,Album Marketing 2 - Radiohead and,
624,Alan Cross,Radio,The 15th Annual Xmas Show,
625,Alan Cross,Radio,Rock Star Kids,
626,Albert King,Radio,Get Out Of My Life Woman,
627,Albert King,Radio,Born Under A Bad Sign,
628,Albert King,Radio,The Feeling,
629,Albert King,Radio,We All Wanna Boogie,
630,Albert King,Radio,The Very Thought Of You,
631,Albert King,Radio,I Got The Blues,
632,Albert King,Radio,I Get Evil,
633,Albert King,Radio,Angel Of Mercy,
634,Albert King,Radio,Flat Tire,
635,Albert King,Radio,California,
636,Albert King,Radio,Searchin' For A Woman,
637,Albert King,Radio,Bad Luck Blues,
638,Albert King,Radio,Wild Woman,
639,Albert King,Radio,Be On Your Merry Way,
640,Albert King,Radio,Murder,
641,Albert King,Radio,Howlin' For My Darlin',
642,Albert King,Radio,Won't Be Hangin' Around,
643,Arthur Big Boy Crudup,Blues,Black Pony Blues,
644,Arthur Big Boy Crudup,Blues,Death Valley Blues,
645,Arthur Big Boy Crudup,Blues,Kind Lover Blues,
646,Arthur Big Boy Crudup,Blues,If I Get Lucky,
647,Arthur Big Boy Crudup,Blues,Give Me A 32-20,
648,Arthur Big Boy Crudup,Blues,Mean Old Frisco Blues,yes
649,Arthur Big Boy Crudup,Blues,Raised To My Hand,
650,Arthur Big Boy Crudup,Blues,Cool Disposition,
651,Arthur Big Boy Crudup,Blues,Who's Been Foolin' You,
652,Arthur Big Boy Crudup,Blues,Rock Me Mama,
653,Arthur Big Boy Crudup,Blues,That's Your Red Wagon,
654,Arthur Big Boy Crudup,Blues,So Glad You're Mine,
655,Arthur Big Boy Crudup,Blues,Boy Friend Blues,
656,Arthur Big Boy Crudup,Blues,Crudup's After Hours,
657,Arthur Big Boy Crudup,Blues,I Don't Know It,
658,Arthur Big Boy Crudup,Blues,Chicago Blues,
